b_lat,b_long,BS,speed,start_time,ETA,Err,stay_duration,estimated_stay_duration,distance_from_prev
23.49471008,87.31699141,BS1,1.9810927189917138,19:23:51,,,0.0,25.338541666666668,0.0
23.49320866,87.31643745,BS2,1.066628379861112,19:27:03,,,0.0,25.338541666666668,204.79264913919286
23.49633101,87.31373774,BS3,2.532528737384391,19:28:12,,,0.0,25.338541666666668,456.1973519816559
23.50029568,87.30586601,BS4,8.494439915041692,19:30:32,19:30:43,0.1833333333333333,11.0,25.338541666666668,951.1937838024762
23.50322107,87.30746845,BS5,8.336735508234488,19:31:31,19:31:41,0.1666666666666666,20.0,25.338541666666668,370.6848292863467
23.50426426,87.30816503,BS6,4.593381537838951,19:32:04,,,0.0,25.338541666666668,139.27365853646143
23.51181651,87.31059006,BS7,8.598125653290435,19:33:40,19:33:57,0.2833333333333333,13.0,25.338541666666668,898.9550240725016
23.5198336,87.31119591,BS8,5.930903131238119,19:35:37,,,0.0,25.338541666666668,905.1605802482195
23.52831251,87.31119007,BS9,8.62296847951835,19:38:41,19:38:43,0.0333333333333333,22.0,25.338541666666668,1525.594344401632
23.53321597,87.3065011,BS10,6.715652892299152,19:40:17,,,0.0,25.338541666666668,726.5484460616553
23.53683653,87.30153599,BS11,8.754466015469442,19:41:37,19:41:53,0.2666666666666666,59.0,25.338541666666668,691.5343098026788
23.53513681,87.29784925,BS12,8.723524755449434,19:43:39,19:43:03,-0.6,49.0,25.338541666666668,498.7694062495266
23.53771142,87.29670549,BS13,9.759652569484215,19:45:51,19:46:05,0.2333333333333333,38.0,25.338541666666668,471.4871529746697
23.53878878,87.29487424,BS14,7.975707048097529,19:46:59,,,0.0,25.338541666666668,239.38843233727766
23.53912347,87.29315596,BS15,10.590087138948096,19:47:28,19:47:03,-0.4166666666666667,30.0,25.338541666666668,189.29172431867937
23.54192789,87.28973901,BS16,10.858183018567596,19:48:49,19:48:40,-0.15,60.0,25.338541666666668,523.6593825678247
23.54415651,87.28807897,BS17,8.249610578041946,19:51:05,,,0.0,25.338541666666668,458.4455333210408
23.54443782,87.28285678,BS18,7.8677306939857745,19:53:16,,,0.0,25.338541666666668,680.6774127634071
23.54529303,87.28125296,BS19,11.491328564697575,19:54:02,19:54:12,0.1666666666666666,4.0,25.338541666666668,191.28449039620318
23.54694405,87.28255933,BS20,7.8285309076206895,19:54:36,,,0.0,25.338541666666668,228.70472368858464
23.54798002,87.2833887,BS21,7.731629089325695,19:54:59,,,0.0,25.338541666666668,143.16678668582244
23.55005833,87.28503922,BS22,11.130188109390089,19:56:03,19:55:54,-0.15,34.0,25.338541666666668,294.22024413311556
23.55122582,87.28598304,BS23,11.05805038710638,19:57:00,19:56:42,-0.3,23.0,25.338541666666668,159.80777248073173
23.55248702,87.28704521,BS24,11.161259961049154,19:57:59,19:58:04,0.0833333333333333,16.0,25.338541666666668,181.7759882121427
23.55391625,87.2863592,BS25,7.102317602747895,19:58:49,,,0.0,25.338541666666668,181.88754949487156
23.55569605,87.28557586,BS26,11.19843041577088,19:59:37,19:59:20,-0.2833333333333333,24.0,25.338541666666668,221.7026057509047
23.55939141,87.28451824,BS27,6.475255238995182,20:01:39,,,0.0,25.338541666666668,524.955718201225
23.56401702,87.28329682,BS28,6.552076237381046,20:04:25,,,0.0,25.338541666666668,613.5014978151121
