b_lat,b_long,BS,speed,start_time,ETA,Err,stay_duration,estimated_stay_duration,distance_from_prev
23.56087993,87.28386822,BS1,2.4823871880135058,07:07:18,,,0.0,33.34285714285714,431.77428911270704
23.55941146,87.28472486,BS2,6.965469746685603,07:07:46,07:07:46,0.0,131.0,33.34285714285714,186.89486007281084
23.55561312,87.28554798,BS3,6.057675264367331,07:11:49,07:12:00,0.1833333333333333,21.0,33.34285714285714,523.6527480610628
23.55386124,87.28647572,BS4,4.09898165809471,07:13:38,,,0.0,33.34285714285714,234.93594188174302
23.55247571,87.28704972,BS5,5.884465653977832,07:14:38,07:14:26,-0.2,3.0,33.34285714285714,175.17894424261613
23.55119384,87.28602042,BS6,5.902366085325701,07:15:07,07:15:39,0.5333333333333333,13.0,33.34285714285714,182.90936792338266
23.55005188,87.28515498,BS7,5.980906123980641,07:15:58,07:16:19,0.35,88.0,33.34285714285714,159.24622493326729
23.54819878,87.28365987,BS8,6.209414994293267,07:17:57,07:17:16,-0.6833333333333333,23.0,33.34285714285714,262.7822189007752
23.54524842,87.28129974,BS9,6.380263021084427,07:19:25,07:19:53,0.4666666666666667,10.0,33.34285714285714,418.08089557737685
23.54453642,87.28282814,BS10,4.64521200636743,07:20:12,,,0.0,33.34285714285714,179.15523317651196
23.54297979,87.2872546,BS11,4.895472288290036,07:21:29,,,0.0,33.34285714285714,525.3557139766203
23.54423801,87.28811681,BS12,4.975459440386429,07:21:54,,,0.0,33.34285714285714,168.8853080154795
23.54167796,87.28987733,BS13,6.678653191415002,07:22:57,07:23:50,0.8833333333333333,12.0,33.34285714285714,460.33489350476066
23.53916408,87.29318138,BS14,6.874424228609319,07:24:00,07:24:40,0.6666666666666666,17.0,33.34285714285714,485.04196926228906
23.53898312,87.29470342,BS15,6.859089737766731,07:24:43,07:24:58,0.25,29.0,33.34285714285714,157.84437119290214
23.53777581,87.29679524,BS16,7.100990206711003,07:25:56,07:26:04,0.1333333333333333,14.0,33.34285714285714,261.3452711189484
23.53575012,87.29748374,BS17,7.343885940470099,07:27:16,07:27:14,-0.0333333333333333,298.0,33.34285714285714,434.54279585903623
23.52722198,87.31118444,BS18,9.457386730296356,07:38:30,,,0.0,33.34285714285714,2122.8898029933434
23.51961638,87.31134396,BS19,10.194412890364019,07:41:35,,,0.0,33.34285714285714,1472.5460360538991
23.51160875,87.31061834,BS20,10.80332887950162,07:42:53,,,0.0,33.34285714285714,908.2419613059283
23.50710989,87.30988209,BS21,23.91958875588031,07:43:51,07:42:28,-1.3833333333333333,6.0,33.34285714285714,516.001577463574
23.50362896,87.30777677,BS22,25.31931549262421,07:44:50,07:44:43,-0.1166666666666666,12.0,33.34285714285714,446.6637772611084
23.50028882,87.30607035,BS23,27.10756623848276,07:45:58,07:45:40,-0.3,8.0,33.34285714285714,423.7238930467629
23.4964703,87.31366647,BS24,30.01935888736503,07:48:08,07:47:03,-1.0833333333333333,22.0,33.34285714285714,903.4978718666898
23.49469386,87.31687799,BS25,14.442693211459096,07:49:20,,,0.0,33.34285714285714,402.5699808446807
