b_lat,b_long,BS,speed,start_time,ETA,Err,stay_duration,estimated_stay_duration,distance_from_prev
23.56087993,87.28386822,BS1,3.208857802457898,17:04:56,,,0.0,27.2903981264637,489.3052582873087
23.55941146,87.28472486,BS2,9.193302584078964,17:05:47,17:06:00,0.2166666666666666,128.0,27.2903981264637,187.63686561983297
23.55561312,87.28554798,BS3,7.4374837064998225,17:09:40,17:09:52,0.2,9.0,27.2903981264637,523.7640330776421
23.55386124,87.28647572,BS4,3.0334080408601825,17:10:38,,,0.0,27.2903981264637,240.16266428328208
23.55247571,87.28704972,BS5,3.1571196642606996,17:11:10,,,0.0,27.2903981264637,159.7908505484511
23.55119384,87.28602042,BS6,3.3143919283306644,17:11:41,,,0.0,27.2903981264637,182.48318786591017
23.55005188,87.28515498,BS7,6.997755426099717,17:12:11,17:12:20,0.15,3.0,27.2903981264637,153.56959289498968
23.54819878,87.28365987,BS8,6.9775187921404624,17:12:55,17:13:21,0.4333333333333333,7.0,27.2903981264637,260.6254956365008
23.54524842,87.28129974,BS9,7.04363632611215,17:13:56,17:14:20,0.4,10.0,27.2903981264637,407.3506815094288
23.54453642,87.28282814,BS10,6.987106620982328,17:14:37,17:14:51,0.2333333333333333,6.0,27.2903981264637,180.99941623478298
23.54297979,87.2872546,BS11,7.035968342190502,17:15:54,17:16:06,0.2,10.0,27.2903981264637,529.1747628355206
23.54423801,87.28811681,BS12,4.366586763300115,17:16:36,,,0.0,27.2903981264637,165.3068457964955
23.54167796,87.28987733,BS13,6.932638213125032,17:17:50,17:18:15,0.4166666666666667,7.0,27.2903981264637,472.6372501572091
23.53916408,87.29318138,BS14,7.0145072982514165,17:18:59,17:19:27,0.4666666666666667,5.0,27.2903981264637,485.26255927357215
23.53898312,87.29470342,BS15,4.841029133129569,17:19:24,,,0.0,27.2903981264637,175.43130536548324
23.53777581,87.29679524,BS16,7.017378141311268,17:20:07,17:20:32,0.4166666666666667,13.0,27.2903981264637,249.4547662482728
23.53575012,87.29748374,BS17,7.641819864310711,17:21:45,17:21:52,0.1166666666666666,562.0,27.2903981264637,448.45604542846286
23.52722198,87.31118444,BS18,9.505777498950609,17:36:43,,,0.0,27.2903981264637,2400.7871980065493
23.51961638,87.31134396,BS19,9.893597056188526,17:39:56,,,0.0,27.2903981264637,1480.2551637769466
23.51160875,87.31061834,BS20,10.80258746144755,17:41:44,,,0.0,27.2903981264637,910.086262891311
23.50710989,87.30988209,BS21,11.931049088156112,17:43:19,,,0.0,27.2903981264637,528.1952674893546
23.50362896,87.30777677,BS22,184.29298678189045,17:44:30,17:43:18,-1.2,19.0,27.2903981264637,442.9636958742758
23.50028882,87.30607035,BS23,511.7497940886382,17:45:51,17:45:00,-0.85,9.0,27.2903981264637,434.12154575305794
23.4964703,87.31366647,BS24,16.999089127465407,17:47:51,,,0.0,27.2903981264637,905.0053444707901
23.49469386,87.31687799,BS25,17.929567158205632,17:48:55,,,0.0,27.2903981264637,399.2958627786411
