start_time,end_time,score
19:13:04,19:13:06,-2.0
19:13:25,19:13:36,-2.0
15:36:23,15:36:34,-2.0
15:36:43,15:37:04,-0.09697196786440505
17:32:45,17:33:16,-0.9955437434651097
17:33:30,17:33:59,2.0
17:34:20,17:34:29,-0.6514390575310556
