human_made,natural_land,high_way,two_way,one_way,water,park,school,medical,other_poi
0.13010094067545352,0.6429745828953398,0.0,0.02958141289992184,0.17706732972157085,0.0,0.0,0.0,0.02027573380771408,0.0
0.14107785884796417,0.6581689077103592,0.0,0.0,0.20075323344167667,0.0,0.0,0.0,0.0,0.0
0.11311260574816515,0.7213783858586734,0.0,0.0,0.1655090083931614,0.0,0.0,0.0,0.0,0.0
0.11629511997373376,0.5188922615099069,0.0,0.0,0.18759590193043468,0.0,0.13110003283280064,0.04611668375312414,0.0,0.0
0.15741239344462166,0.4361616017936186,0.0,0.0,0.20170759544686367,0.0,0.12351787691901281,0.08120053239588307,0.0,0.0
0.15290682690612156,0.30639691819377946,0.0,0.0,0.19920174165457183,0.0,0.12964068201239776,0.21185383123312942,0.0,0.0
0.1648299010048988,0.25659910720958834,0.0,0.0,0.20105449826401864,0.0,0.07100197718424504,0.3065145163372492,0.0,0.0
0.17498587945477684,0.2305527768137245,0.0,0.0,0.20032460241308211,0.0,0.0,0.3941367413184166,0.0,0.0
0.192037558685446,0.21570294494238157,0.0,0.0,0.22409560392658984,0.0,0.0,0.3681638924455826,0.0,0.0
0.21107826357554071,0.2551423681344329,0.0,0.0,0.23938938160192244,0.005331673668378197,0.0,0.28905831301972584,0.0,0.0
0.3106095382029534,0.392983001292382,0.0,0.0,0.26934512249380294,0.005060063983502709,0.0,0.02200227402735895,0.0,0.0
0.31507854940537366,0.4254392404443792,0.0,0.0,0.25948221015024714,0.0,0.0,0.0,0.0,0.0
0.30174270951922233,0.44565023206935805,0.0,0.0,0.25260705841141956,0.0,0.0,0.0,0.0,0.0
0.2898107039209846,0.4854374311697846,0.014403263677732602,0.0,0.21034860123149807,0.0,0.0,0.0,0.0,0.0
0.2852514287494505,0.4905794267002205,0.019471146357251404,0.0,0.20469799819307763,0.0,0.0,0.0,0.0,0.0
0.14965524693233925,0.6164900693558082,0.0031436347305793606,0.0,0.16749393896418754,0.0,0.0632171100170857,0.0,0.0,0.0
0.07450402064629273,0.7837652912435936,0.0,0.0,0.14173068811011355,0.0,0.0,0.0,0.0,0.0
0.11621747258517076,0.7018330061501521,0.0,0.0,0.15829534775614768,0.0,0.0,0.02365417350852962,0.0,0.0
0.10047313483347381,0.5473798416690445,0.0,0.07926501522923482,0.09729788914178784,0.0,0.0,0.17558411912645908,0.0,0.0
0.09172415157550418,0.7478995475948667,0.0,0.11223076618700292,0.04790482345648074,0.0,0.0,0.00024071118614558742,0.0,0.0
0.17088163799551234,0.6736396783844428,0.0,0.04774481782241692,0.10773386579762795,0.0,0.0,0.0,0.0,0.0
0.14813060260417882,0.6684492692219156,0.0,0.04225535364588372,0.14116477452802179,0.0,0.0,0.0,0.0,0.0
0.14617647647447318,0.6739247903616388,0.0,0.027081206929907075,0.15281752623398112,0.0,0.0,0.0,0.0,0.0
0.2695564999308034,0.5547683261492556,0.0,0.0023965678448104183,0.1686947481409722,0.0,0.0,0.004583857934158518,0.0,0.0
0.16357935682908017,0.5589618054391201,0.09082190402736327,0.05318064451225647,0.13160524462627007,0.0,0.0,0.0018510445659099296,0.0,0.0
0.18774923537178478,0.5266692293550381,0.09214647435361756,0.04743870439389633,0.14589607741547303,0.0,0.0,0.0001002791101900289,0.0,0.0
0.21375130378968202,0.5436334946912359,0.051626728357091284,0.06370851274370838,0.11964109010189619,0.0033029338610895674,0.0,0.0043359364552967294,0.0,0.0
0.14286670683537525,0.5613945236660642,0.09754970877686284,0.051442726116355364,0.14674633460534245,0.0,0.0,0.0,0.0,0.0
0.08548719754514815,0.6218253768633567,0.09263712125023056,0.10362358938243038,0.0964267149588343,0.0,0.0,0.0,0.0,0.0
0.08830536827698078,0.5899089234720604,0.10869028911305993,0.07520994913908179,0.13788546999881718,0.0,0.0,0.0,0.0,0.0
0.0725306717974465,0.5645228138868016,0.12351274214798615,0.13620603091272393,0.10322774125504175,0.0,0.0,0.0,0.0,0.0
0.03482127484868953,0.669934575602262,0.12245222297270451,0.13593441667659953,0.036857509899744394,0.0,0.0,0.0,0.0,0.0
0.0366408219096416,0.6772242664714786,0.10157287592198218,0.11697043364212352,0.06759160205477412,0.0,0.0,0.0,0.0,0.0
0.0728796198344332,0.6256645341124712,0.10161368864708747,0.09193827347068997,0.10790388393531812,0.0,0.0,0.0,0.0,0.0
0.08034896093826051,0.6179925011664479,0.097598963455774,0.09735728215955666,0.10670229227996095,0.0,0.0,0.0,0.0,0.0
0.09300173627468135,0.5288706138875056,0.09465388912069128,0.16164178903589646,0.12183197168122535,0.0,0.0,0.0,0.0,0.0
0.08732385058895442,0.7515454890882357,0.0,0.05469594092283293,0.10643471939997687,0.0,0.0,0.0,0.0,0.0
0.03592724176885673,0.8213985166751258,0.0,0.0569786669722818,0.08569557458373582,0.0,0.0,0.0,0.0,0.0
0.04501067148251519,0.808432112953538,0.0,0.05813495320965359,0.08842226235429322,0.0,0.0,0.0,0.0,0.0
0.128138057774469,0.6803389739565517,0.0,0.07056815361811439,0.12095481465086487,0.0,0.0,0.0,0.0,0.0
0.12191825495819283,0.6599414329757226,0.0,0.07095956454644177,0.14529463382161603,0.0,0.0,0.0018861136980268091,0.0,0.0
0.11910209905041354,0.656786077218674,0.0,0.07128964742144545,0.15179923413934893,0.0,0.0,0.0010229421701179748,0.0,0.0
0.06654598428266104,0.771870654030252,0.0,0.09396378867809844,0.064474783878331,0.0,0.0,0.0031447891306573997,0.0,0.0
0.08441207478680955,0.7612834131824431,0.0,0.06519490745065591,0.08910960458009154,0.0,0.0,0.0,0.0,0.0
0.11616642792897831,0.7472567373996469,0.0,0.043938838735467535,0.09263799593590727,0.0,0.0,0.0,0.0,0.0
