honk_duration,edge_honk_duration
0,0
3,0
1,2
1,7
1,2
1,1
1,5
1,0
1,1
8,6
0,4
0,2
0,1
0,1
0,0
0,0
2,0
0,9
1,1
3,2
6,4
4,0
4,7
1,0
1,0
6,2
8,1
6,2
2,0
11,0
1,4
6,3
1,9
1,3
0,2
8,6
4,9
11,3
0,18
