honk_duration,edge_honk_duration
2,0
8,0
1,3
0,1
18,5
1,9
6,6
0,2
1,0
6,0
0,0
0,0
0,0
0,2
0,0
0,1
2,1
0,0
4,1
1,0
0,0
4,2
0,0
0,2
0,1
0,3
0,3
7,7
11,10
0,1
10,1
0,5
26,3
17,19
11,7
0,2
0,8
0,3
0,14
0,3
0,0
