wifi_count,edge_wifi_count
0,0
3,1
2,6
0,0
0,1
0,0
0,4
0,1
1,3
0,3
0,6
2,14
2,1
2,8
0,3
2,14
0,4
20,48
11,32
7,17
1,6
6,4
9,0
0,0
1,0
0,2
2,0
0,2
0,1
0,0
1,3
2,9
0,7
1,3
