start_time,end_time,score
12:36:15,12:36:26,-2
12:36:38,12:36:39,-2
17:16:49,17:16:56,-2
17:17:33,17:17:40,2
17:18:04,17:18:19,2
11:04:38,11:04:49,2
11:05:26,11:05:44,2
