start_time,end_time,score
12:47:09,12:47:21,2
12:47:53,12:48:01,2
12:48:36,12:48:41,-2
16:26:44,16:26:56,-2
16:27:16,16:27:38,2
18:40:28,18:40:51,-2
18:41:50,18:42:08,2
11:07:55,11:08:02,-2
11:08:14,11:08:20,-2
11:08:32,11:08:34,-2
11:09:40,11:09:59,-2
11:10:21,11:10:39,2
15:04:36,15:04:59,2
16:54:56,16:55:04,2
16:55:18,16:55:29,-2
16:56:09,16:56:22,2
