wifi_count,edge_wifi_count
1,0
2,0
9,7
0,0
0,6
0,0
1,0
1,0
0,1
0,1
1,1
1,1
2,2
3,0
3,10
0,8
1,1
1,15
2,0
1,3
0,0
1,7
0,1
4,2
1,14
0,0
51,55
8,6
13,33
4,39
19,5
0,1
3,0
1,2
0,2
0,1
0,4
1,0
0,4
1,2
0,16
0,11
0,6
