honk_duration,edge_honk_duration
1,0
0,2
10,3
6,29
0,0
1,0
0,3
5,5
0,0
4,3
0,10
0,2
9,0
2,7
0,1
1,1
0,0
7,17
4,30
5,3
0,1
0,17
7,19
0,7
3,23
35,40
2,21
26,42
34,113
2,258
1,35
4,89
2,51
7,90
2,4
5,3
7,35
1,49
7,28
9,47
10,9
5,16
