time_zone,start_date,start_time,lat,long,stay_duration,Is_Bus_stop,Is_Turn,Is_Signal,Is_Congestion,Is_Adhoc,estimated_stay_duration
Afternoon,2019-07-01,16:00:21,23.56419579652779,87.28315120513888,144,0,0,0,0,0,10.388739946380698
Afternoon,2019-07-01,16:02:54,23.56389500454545,87.28388032727273,11,0,0,0,0,1,10.388739946380698
Afternoon,2019-07-01,16:03:41,23.5620099,87.283271535,10,0,1,0,0,0,21.441935483870967
Afternoon,2019-07-01,16:04:50,23.55960184,87.28455189,1,0,0,0,0,1,10.388739946380698
Afternoon,2019-07-01,16:04:59,23.559276663703702,87.2847828351852,27,0,0,0,0,0,10.388739946380698
Afternoon,2019-07-01,16:06:51,23.555584225,87.28553723285714,28,1,1,0,0,0,24.16631130063966
Afternoon,2019-07-01,16:07:35,23.554829705,87.285845145,2,0,0,0,1,1,23.918650793650794
Afternoon,2019-07-01,16:07:44,23.554381312222223,87.28612659222222,9,0,0,0,0,0,10.388739946380698
Afternoon,2019-07-01,16:08:17,23.55321822333333,87.286741545,6,0,0,0,1,0,23.918650793650794
Afternoon,2019-07-01,16:08:40,23.552265665,87.286885259,10,1,0,0,1,0,24.16631130063966
Afternoon,2019-07-01,16:09:10,23.5517362525,87.28647678,4,0,0,0,0,1,10.388739946380698
Afternoon,2019-07-01,16:09:25,23.55115639111112,87.28598871888887,9,1,0,0,0,0,24.16631130063966
Afternoon,2019-07-01,16:09:51,23.55050195,87.28546952,1,1,0,0,0,1,24.16631130063966
Afternoon,2019-07-01,16:10:02,23.55006090500001,87.28512984409089,22,1,0,0,0,0,24.16631130063966
Afternoon,2019-07-01,16:11:03,23.54821660428572,87.28367029914284,35,1,0,0,0,0,24.16631130063966
Afternoon,2019-07-01,16:11:54,23.54747986857143,87.28305401285714,14,1,0,0,0,0,24.16631130063966
Afternoon,2019-07-01,16:12:18,23.54707491111111,87.28273272333332,9,1,0,0,0,0,24.16631130063966
Afternoon,2019-07-01,16:13:05,23.545268292857145,87.28128868357145,14,1,1,0,0,0,24.16631130063966
Afternoon,2019-07-01,16:13:27,23.545012315000005,87.28174585214288,14,1,1,0,0,0,24.16631130063966
Afternoon,2019-07-01,16:14:23,23.54378747,87.284373275,8,0,0,0,0,1,10.388739946380698
Afternoon,2019-07-01,16:15:36,23.543505573,87.28765689899998,10,1,0,1,0,0,24.16631130063966
Afternoon,2019-07-01,16:15:53,23.544023482,87.287965032,5,0,0,0,1,1,23.918650793650794
Afternoon,2019-07-01,16:16:14,23.544264128571427,87.28854267285715,7,0,0,0,0,1,10.388739946380698
Afternoon,2019-07-01,16:16:52,23.54309695,87.29041481727272,11,0,1,0,0,1,21.441935483870967
Afternoon,2019-07-01,16:18:36,23.539167282500003,87.29336065250001,4,1,0,1,1,0,24.16631130063966
Afternoon,2019-07-01,16:18:54,23.53916963,87.29392244,1,0,0,0,1,0,23.918650793650794
Afternoon,2019-07-01,16:19:03,23.53892367434783,87.29470977608695,23,0,1,0,1,0,23.918650793650794
Afternoon,2019-07-01,16:20:11,23.53759053621621,87.29678553837839,37,1,1,0,1,0,24.16631130063966
Afternoon,2019-07-01,16:21:19,23.536005667500003,87.29592238687498,16,0,1,1,0,0,21.441935483870967
Afternoon,2019-07-01,16:21:53,23.53573826332131,87.29767377422381,277,1,0,0,0,0,24.16631130063966
Afternoon,2019-07-01,16:26:47,23.53557179,87.29837381,2,0,0,0,1,1,23.918650793650794
Afternoon,2019-07-01,16:27:00,23.535251127333336,87.29860926800002,30,0,0,0,0,0,10.388739946380698
Afternoon,2019-07-01,16:27:46,23.535223902058824,87.2971384088235,34,0,0,0,1,0,23.918650793650794
Afternoon,2019-07-01,16:28:48,23.535842475,87.2960062111111,36,0,1,1,1,0,23.918650793650794
Afternoon,2019-07-01,16:29:36,23.535604934285715,87.29589193714285,7,0,0,0,1,1,23.918650793650794
Afternoon,2019-07-01,16:32:16,23.527444438125,87.31115771687499,16,1,1,0,0,0,24.16631130063966
Afternoon,2019-07-01,16:36:33,23.507020266666665,87.3098074553333,15,0,0,0,0,1,10.388739946380698
Afternoon,2019-07-01,16:37:41,23.503660915,87.30775524666666,6,0,0,1,0,1,19.741935483870968
Afternoon,2019-07-01,16:38:21,23.50151384153846,87.30649496538462,13,1,1,1,0,0,24.16631130063966
Afternoon,2019-07-01,16:38:53,23.500420545,87.306016073,10,1,0,0,0,0,24.16631130063966
