d_wifi_count,d_edge_wifi_count,d_honk_duration,d_edge_honk_duration
4,0,8,0
11,0,29,51
3,6,2,10
0,4,5,4
1,0,5,1
0,19,1,16
0,3,1,7
0,3,0,23
3,1,18,5
20,5,5,2
44,1,10,1
12,12,1,4
27,25,8,1
3,51,6,8
1,15,0,4
6,20,0,3
4,9,1,8
4,7,0,7
0,7,0,11
0,5,0,0
0,5,0,0
1,3,1,3
1,1,2,2
2,7,1,8
2,19,2,6
3,3,1,1
