wifi_count,edge_wifi_count
4,0
2,5
0,3
0,0
0,1
1,16
0,2
0,6
2,0
0,0
0,0
1,0
0,0
0,3
0,1
0,2
0,0
2,0
7,16
10,8
2,5
9,5
0,3
0,35
41,39
2,20
7,7
1,5
0,1
0,0
0,0
2,2
0,13
5,2
1,5
0,0
0,11
3,2
0,1
3,4
1,0
3,0
2,0
0,1
0,2
0,3
2,2
6,2
1,4
