human_made,natural_land,high_way,two_way,one_way,water,park,school,medical,other_poi
0.16727632727028663,0.6984327807235385,0.0,0.028364319753003558,0.10592657225317136,0.0,0.0,0.0,0.0,0.0
0.12276557946892469,0.6949512049059393,0.0,0.06348213299966879,0.11596738741330799,0.0,0.0028336952121591286,0.0,0.0,0.0
0.07828715834895436,0.7724235290983975,0.0,0.06682692787912486,0.08246238467352326,0.0,0.0,0.0,0.0,0.0
0.06143441541303775,0.7699195038268674,0.0,0.09107944048561627,0.06944114542095539,0.0,0.0,0.008125494853523358,0.0,0.0
0.12283985255723151,0.6583279291145705,0.0,0.07084846794598244,0.1419691069094477,0.0,0.0,0.006014643472767777,0.0,0.0
0.12792795814327879,0.6818017171988194,0.0,0.07033807351757446,0.11993225114032734,0.0,0.0,0.0,0.0,0.0
0.06285163532311264,0.6501872609213305,0.04952826255882128,0.1167287534725812,0.1207040877241545,0.0,0.0,0.0,0.0,0.0
0.02343276283618582,0.6555566422167889,0.0,0.05339527302363488,0.060642216788916056,0.0,0.0014963325183374083,0.0,0.0,0.20547677261613692
0.14977823042141195,0.5757980885021514,0.0867206963929684,0.06443094622792671,0.11443774694050869,0.004823529802049502,0.0,0.004010761712983389,0.0,0.0
0.18503175365567295,0.5336515369836696,0.09202556302700395,0.04726024655779699,0.1389022307610204,0.0,0.0,0.003128669014836162,0.0,0.0
0.15564068019277044,0.5642489929152171,0.09365385775472039,0.0535279805352798,0.13162480813442992,0.0,0.0,0.0013036804675822594,0.0,0.0
0.2099084331521703,0.5660080750807845,0.04302566962036372,0.04087253867909952,0.13630561695095164,0.0,0.0,0.0038796665166305018,0.0,0.0
0.2730562595032945,0.5517621219800642,0.0,5.068423720223011e-05,0.17088697415103904,0.0,0.0,0.004243960128400068,0.0,0.0
0.17140558119036015,0.6731618064412733,0.0,0.047825419190266644,0.10760719317809994,0.0,0.0,0.0,0.0,0.0
0.2034070370826496,0.6659000056584242,0.0,0.08249649676970547,0.048196460489220695,0.0,0.0,0.0,0.0,0.0
0.06037450722733246,0.784520367936925,0.0,0.10803876478318003,0.04288107752956636,0.0,0.0,0.004185282522996058,0.0,0.0
0.10008226030078082,0.5487558129506903,0.0,0.07926178013944449,0.09620474854220154,0.0,0.0,0.17569539806688295,0.0,0.0
0.1621111652033776,0.45041212711309575,0.0,0.0,0.15186758213164564,0.0,0.0,0.23560912555188102,0.0,0.0
0.15315060941586164,0.5739467156081722,0.0,0.0,0.15824980336002262,0.0,0.0,0.11465287161594366,0.0,0.0
0.09792871966315002,0.7326019791937755,0.0,0.0,0.1544318325893006,0.0,0.0,0.01503746855377388,0.0,0.0
0.0997282117538375,0.7131864159431253,0.0005623205093017184,0.0,0.1527871683815211,0.018302193719415456,0.01543368969279895,0.0,0.0,0.0
0.10393839693862836,0.6651507376738539,0.0034343170102660585,0.0,0.1565733297112021,0.008112903171712496,0.06279031549433706,0.0,0.0,0.0
0.1550700594331048,0.6079746454793337,0.004814791038068948,0.0,0.1688825968110879,0.0,0.0632579072384048,0.0,0.0,0.0
0.22452726145583948,0.5406121882802626,0.004020974829519572,0.0,0.1850812928769835,0.0,0.04575828255739479,0.0,0.0,0.0
0.3189570109939327,0.440142200326109,0.0,0.0,0.24090078867995832,0.0,0.0,0.0,0.0,0.0
0.30419277885009477,0.43609594103696747,0.0,0.0,0.25971128011293776,0.0,0.0,0.0,0.0,0.0
0.31107173558358625,0.422929422290837,0.0,0.0,0.26599884212557673,0.0,0.0,0.0,0.0,0.0
0.31902090340338585,0.4081043695626224,0.0,0.0,0.2728747270339917,0.0,0.0,0.0,0.0,0.0
0.30835951134380457,0.43285514834205935,0.0,0.0,0.25878534031413614,0.0,0.0,0.0,0.0,0.0
0.28524444694846257,0.3812485034578926,0.0,0.0,0.2629547727368762,0.00542980689324901,0.0,0.06512246996351957,0.0,0.0
0.256254173819705,0.34899251422158045,0.0,0.0,0.25136271935498533,0.005391438730949026,0.0,0.13799915387278025,0.0,0.0
0.19984811048759282,0.23433940089552957,0.0,0.0,0.2441881643018409,0.005298950862711812,0.0,0.3163253734523249,0.0,0.0
0.17897508567068393,0.23631142571006178,0.0,0.0,0.20242126131772753,0.0,0.0,0.3822922273015267,0.0,0.0
0.1680598821945015,0.2633279373155038,0.0,0.0,0.19799077689053338,0.0,0.04874780645073526,0.321873597148726,0.0,0.0
0.15130723944283267,0.3109414499245008,0.0,0.0,0.21043076975280364,0.0,0.13240359003070867,0.19491695084915422,0.0,0.0
0.15591332317589301,0.4398984255967496,0.0,0.0,0.20032842390384287,0.0,0.1242322668020992,0.07962756052141527,0.0,0.0
0.1155820859625271,0.7129672003554214,0.0,0.0,0.17145071368205156,0.0,0.0,0.0,0.0,0.0
0.1348556874345144,0.6645250841416207,0.0,0.0,0.20061922842386487,0.0,0.0,0.0,0.0,0.0
0.1520746124163133,0.5928462346091438,0.0,0.0,0.25507915297454287,0.0,0.0,0.0,0.0,0.0
0.14764743416944479,0.5824993260834701,0.0,0.0,0.2698532397470851,0.0,0.0,0.0,0.0,0.0
