honk_duration,edge_honk_duration
8,0
27,27
17,9
38,21
12,48
0,0
38,0
0,3
0,4
10,12
55,58
0,13
4,10
1,25
2,44
4,46
13,6
2,38
4,25
2,28
18,21
16,8
21,38
3,23
2,12
264,7
10,6
18,15
14,13
3,88
14,83
4,52
1,164
6,145
