lat,long,stay_duration,start_date,start_time,end_date,end_time,wifi_count,edge_wifi_count,honk_duration,edge_honk_duration,d_wifi_count,d_edge_wifi_count,d_honk_duration,d_edge_honk_duration,mfcc0,mfcc1,mfcc2,mfcc3,mfcc4,human_made,natural_land,high_way,two_way,one_way,water,park,school,medical,other_poi,RSI,Is_Bus_stop,Is_Turn,Is_Signal,Is_Congestion,Is_Adhoc
23.56426709230769,87.28311960884615,26,09/17/2019,16:45:39,09/17/2019,16:46:05,1,0,0,0,1,0,0,0,74.25790405273438,9.658860206604004,-2.2001450061798096,-3.131544828414917,-3.3687987327575684,0.1452739654127343,0.5975598606215143,0.0,0.0483828912570137,0.1884047665004012,0.0,0.0,0.0,0.0203785162083362,0.0,0.0,Not Bus_stop,Not Turn,Not Signal,Congestion,Not Adhoc
23.56405912125,87.283779944375,16,09/17/2019,16:46:15,09/17/2019,16:46:30,2,0,1,0,2,0,1,0,65.12913513183594,11.005229949951172,1.218141794204712,-2.3132574558258057,-5.241659164428711,0.1212574800057725,0.6738935632515665,0.0,0.0257617607673487,0.1588899218354079,0.0,0.0,0.0,0.0201972741399042,0.0,2.6448407045796114,Not Bus_stop,Turn,Not Signal,Congestion,Not Adhoc
23.563472893333337,87.28370439666666,6,09/17/2019,16:46:40,09/17/2019,16:46:51,2,1,3,1,2,1,3,1,90.44452667236328,17.746150970458984,15.320029258728027,0.5229967832565308,-2.5739002227783203,0.1213292117465224,0.6595121295611854,0.0,0.0102446072172569,0.1886936361803642,0.0,0.0,0.0,0.020220415294671,0.0,2.57185388949051,Not Bus_stop,Not Turn,Not Signal,Congestion,Not Adhoc
23.5594223737931,87.28474230351726,145,09/17/2019,16:48:45,09/17/2019,16:51:11,4,14,25,12,6,12,26,11,95.57891082763672,3.321484327316284,2.763195753097534,-0.3544820845127105,-5.147582054138184,0.112367380417314,0.7217239378763529,0.0,0.0,0.165908681706333,0.0,0.0,0.0,0.0,0.0,1.7934644523399286,Bus_stop,Turn,Not Signal,Not Congestion,Not Adhoc
23.555238993571425,87.28563833500002,14,09/17/2019,16:52:52,09/17/2019,16:53:09,2,2,7,11,2,2,9,9,76.07051849365234,19.94940185546875,12.975591659545898,3.7443130016326895,-3.248457193374634,0.1610249942362721,0.3971208484207385,0.0,0.0,0.1967940111477277,0.0,0.1292499016775838,0.1158102445176776,0.0,0.0,2.14596099871751,Not Bus_stop,Not Turn,Not Signal,Congestion,Not Adhoc
23.55454788,87.28605748999999,2,09/17/2019,16:53:25,09/17/2019,16:53:26,0,1,0,2,0,1,0,2,96.3495864868164,7.544750690460205,1.1128907203674316,-1.3811092376708984,-2.2265782356262207,0.1528268042006178,0.305762116449481,0.0,0.0,0.1991699134309227,0.0,0.1296332088881655,0.2126079570308129,0.0,0.0,2.033793858261652,Not Bus_stop,Not Turn,Not Signal,Congestion,Not Adhoc
23.553730235,87.28653501,2,09/17/2019,16:53:43,09/17/2019,16:53:44,1,0,0,1,1,0,0,1,100.39089965820312,2.7806520462036133,1.4283862113952637,-0.4758701026439667,-2.3720967769622803,0.1688582468265738,0.2377484660072652,0.0,0.0,0.200725160201902,0.0,0.0044081032911116,0.3882600236731473,0.0,0.0,1.5365047636700535,Bus_stop,Not Turn,Not Signal,Congestion,Not Adhoc
23.553299258000003,87.286785419,10,09/17/2019,16:53:54,09/17/2019,16:54:04,0,0,0,0,0,0,0,0,92.70604705810548,3.6792516708374015,3.4383654594421387,0.8991490006446838,-0.8030654788017273,0.1734114462911079,0.2255664662840355,0.0,0.0,0.2012621385632293,0.0,0.0,0.3997599488616272,0.0,0.0,1.891084620286765,Not Bus_stop,Not Turn,Not Signal,Congestion,Not Adhoc
23.55251463125,87.287070013125,16,09/17/2019,16:54:14,09/17/2019,16:54:35,3,1,2,1,4,0,2,1,101.49041748046876,6.429244518280029,3.702285051345825,-2.8780736923217773,-3.901343107223511,0.1979662788818316,0.2236680570982507,0.0,0.0,0.2405801985577567,0.0053026681843347,0.0,0.3324827972778261,0.0,0.0,1.2908363685391462,Bus_stop,Turn,Not Signal,Congestion,Not Adhoc
23.551173832,87.28602238699999,10,09/17/2019,16:54:56,09/17/2019,16:55:05,0,8,2,1,4,4,2,1,69.55206298828125,13.413832664489746,13.200845718383787,5.996097564697266,3.654187917709351,0.3100015521596184,0.4010498243237522,0.0,0.0,0.2694019952306368,0.0043495745671591,0.0,0.0151970537188333,0.0,0.0,1.403063556732904,Bus_stop,Not Turn,Not Signal,Congestion,Not Adhoc
23.55061261571428,87.28558516857142,7,09/17/2019,16:55:18,09/17/2019,16:55:29,0,2,0,3,2,0,0,3,95.37214660644533,13.799126625061035,3.315737247467041,2.216351270675659,-2.43005895614624,0.3211928075360307,0.4151267515767258,0.0,0.0,0.2636804408872435,0.0,0.0,0.0,0.0,0.0,1.7084558916534576,Not Bus_stop,Not Turn,Not Signal,Congestion,Not Adhoc
23.54820489333333,87.28368079333335,9,09/17/2019,16:56:09,09/17/2019,16:56:22,6,7,2,1,6,7,2,1,99.13311767578124,13.51553440093994,7.300869941711426,5.159575462341309,3.532089710235596,0.3227354760784534,0.405121380869785,0.0,0.0,0.2721431430517615,0.0,0.0,0.0,0.0,0.0,1.522286393614486,Bus_stop,Not Turn,Not Signal,Not Congestion,Not Adhoc
