wifi_count,edge_wifi_count
1,0
2,0
2,1
4,14
2,2
0,1
1,0
0,0
3,1
0,8
0,2
6,7
0,6
2,8
2,7
0,0
0,6
3,40
0,6
1,6
0,57
21,41
3,35
10,11
1,2
1,0
0,0
0,2
0,5
0,0
0,0
0,2
0,0
0,1
1,7
0,6
0,3
0,0
0,1
2,7
2,0
