wifi_count,edge_wifi_count
0,0
5,0
2,7
0,8
0,3
2,12
0,4
0,2
0,0
0,0
0,2
3,1
7,6
1,18
2,4
9,3
7,43
57,34
7,45
0,8
2,26
2,3
6,0
2,11
0,11
0,4
1,10
0,4
0,5
0,2
1,3
0,4
0,11
