wifi_count,edge_wifi_count
1,0
0,0
1,0
2,2
1,10
0,4
0,0
0,2
0,2
2,11
1,1
4,15
2,7
0,1
2,8
0,10
4,7
5,16
4,6
0,7
1,7
26,54
3,14
20,35
9,45
13,7
2,2
0,0
0,1
0,0
0,0
0,4
0,0
0,1
1,1
1,5
0,14
1,5
0,0
0,1
4,3
2,2
0,0
