lat,long,stay_duration,start_date,start_time,end_date,end_time
23.494271497936516,87.31677700984125,63,09/13/2019,11:23:48,09/13/2019,11:24:59
23.493131271341458,87.3162888529268,82,09/13/2019,11:26:14,09/13/2019,11:27:42
23.4958086338889,87.3145423316667,18,09/13/2019,11:28:19,09/13/2019,11:28:42
23.49626367666667,87.31385912666667,3,09/13/2019,11:28:50,09/13/2019,11:28:54
23.496750281666667,87.31300011,6,09/13/2019,11:29:14,09/13/2019,11:29:19
23.496957608,87.31267410799998,5,09/13/2019,11:29:26,09/13/2019,11:29:32
23.50018637055556,87.3058877802778,36,09/13/2019,11:31:07,09/13/2019,11:31:42
23.503238100869567,87.30744428565217,23,09/13/2019,11:32:33,09/13/2019,11:33:01
23.510534332666673,87.310540868,15,09/13/2019,11:34:32,09/13/2019,11:34:54
23.51188427,87.31056538666667,3,09/13/2019,11:35:14,09/13/2019,11:35:16
23.52517098,87.31126838,1,09/13/2019,11:37:52,09/13/2019,11:37:52
23.526692185555547,87.31134463680557,72,09/13/2019,11:38:16,09/13/2019,11:39:33
23.524386245555554,87.31573056666667,9,09/13/2019,11:40:23,09/13/2019,11:40:31
23.5231408432258,87.31737846967742,31,09/13/2019,11:40:59,09/13/2019,11:41:40
23.52376662076923,87.31790798153847,13,09/13/2019,11:41:45,09/13/2019,11:42:05
23.524696088695656,87.3184853047826,23,09/13/2019,11:42:17,09/13/2019,11:42:46
23.52518033875,87.31735709781249,32,09/13/2019,11:42:56,09/13/2019,11:43:34
23.52822022711539,87.31116238923079,52,09/13/2019,11:44:54,09/13/2019,11:45:48
23.536835301428567,87.30150123238096,21,09/13/2019,11:47:32,09/13/2019,11:47:56
23.53598495,87.30001354,1,09/13/2019,11:48:27,09/13/2019,11:48:27
23.5360166775,87.29962974,4,09/13/2019,11:48:36,09/13/2019,11:48:39
23.53515111189188,87.29739866608111,74,09/13/2019,11:49:15,09/13/2019,11:50:36
23.53559880660713,87.29628944482143,112,09/13/2019,11:50:40,09/13/2019,11:52:34
23.53597178,87.29585828,1,09/13/2019,11:52:53,09/13/2019,11:52:53
23.537178812500002,87.2939711,4,09/13/2019,11:53:30,09/13/2019,11:53:33
23.539083416086957,87.29308069608693,23,09/13/2019,11:54:11,09/13/2019,11:54:39
23.54187214625001,87.28974408239587,96,09/13/2019,11:55:27,09/13/2019,11:57:02
23.546294772173912,87.29274622282607,46,09/13/2019,11:58:04,09/13/2019,11:59:03
23.543063845,87.290458796,10,09/13/2019,11:59:55,09/13/2019,12:00:15
23.544200407500004,87.28842074916666,12,09/13/2019,12:00:43,09/13/2019,12:01:00
23.54389455,87.28799094,1,09/13/2019,12:01:05,09/13/2019,12:01:05
23.542594036666667,87.28689139,3,09/13/2019,12:01:36,09/13/2019,12:01:41
23.543854544090905,87.28420879863637,22,09/13/2019,12:02:22,09/13/2019,12:02:46
23.544361289999998,87.28299531187501,16,09/13/2019,12:03:04,09/13/2019,12:03:26
23.54529313678571,87.28141996714285,28,09/13/2019,12:03:44,09/13/2019,12:04:17
23.54586899,87.28170386,1,09/13/2019,12:04:25,09/13/2019,12:04:25
23.546655250416663,87.28235325499999,24,09/13/2019,12:04:40,09/13/2019,12:05:04
23.5482412424,87.28364534439999,25,09/13/2019,12:05:35,09/13/2019,12:06:01
23.550077335882357,87.28505957941177,17,09/13/2019,12:06:34,09/13/2019,12:06:55
23.55120218761905,87.28597725761907,21,09/13/2019,12:07:14,09/13/2019,12:07:39
23.551641285000002,87.28632873000001,2,09/13/2019,12:07:43,09/13/2019,12:07:44
23.552681537499996,87.286944214375,16,09/13/2019,12:08:05,09/13/2019,12:08:30
23.553279947777778,87.28673121888887,9,09/13/2019,12:08:35,09/13/2019,12:08:43
23.553835118333335,87.28647104666668,6,09/13/2019,12:08:54,09/13/2019,12:08:59
23.5544510875,87.2861115925,4,09/13/2019,12:09:10,09/13/2019,12:09:17
23.555549556904765,87.28547330345239,84,09/13/2019,12:09:54,09/13/2019,12:11:20
23.5558249,87.28571012,1,09/13/2019,12:12:02,09/13/2019,12:12:02
23.5561117,87.28639124,1,09/13/2019,12:12:18,09/13/2019,12:12:18
23.559139133,87.284616833,10,09/13/2019,12:13:06,09/13/2019,12:13:15
23.55976101,87.28446896,1,09/13/2019,12:13:29,09/13/2019,12:13:29
23.560272124285706,87.28417393095238,21,09/13/2019,12:13:42,09/13/2019,12:14:02
23.561741042222224,87.28337357999999,9,09/13/2019,12:14:34,09/13/2019,12:14:42
23.56324995,87.28248036222222,9,09/13/2019,12:15:21,09/13/2019,12:15:29
23.563929544285713,87.28207403785713,14,09/13/2019,12:15:44,09/13/2019,12:15:58
